ANLAGE;VKONTO;COORX;COORY
100702747;000005542779;-36.7152672;-72.971401
G45109201;000005578043;-36.7108286;-72.9724276
G45109204;000005573229;-36.7109575;-72.9722723
G45116167;000005573310;-36.7041564;-72.9719045
G45109234;000005640861;-36.711487;-72.9710336
G45115938;000005641144;-36.7049923;-72.9732382
G45156667;000005640057;-36.712125;-72.9698042
G45103484;000005668307;-36.7130668;-72.9732169
G45115970;000005679010;-36.7050213;-72.9728084
G45103172;000005691655;-36.7174236;-72.9728741
G45116041;000005704405;-36.7043297;-72.9722633
G45116124;000005706029;-36.7042062;-72.9722502
G45103182;000005708336;-36.7163912;-72.972541
G45102535;000005705994;-36.7211425;-72.9768837
G45102703;000005719279;-36.7119259;-72.9740221
100875125;000005746826;-36.6730211;-72.9594105
100936074;000005746614;-36.6652377;-72.9616016
G45102115;000005759027;-36.7264406;-72.9781815
G45116442;000005790988;-36.7051369;-72.9725947
G45116335;000005794550;-36.7048763;-72.9729914
101250006;000005880769;-36.7117364;-72.9736773
100398109;000005311644;-36.6644476;-72.9594032
G45103217;000005621598;-36.7180758;-72.9712509
100313645;000005239864;-36.6638102;-72.9594895
101808794;000006055388;-36.6649975;-72.9609426
G45116327;000005638156;-36.7049814;-72.9732696
G4594811;000005608391;-36.7252023;-72.979173
101900012;000006089112;-36.6665372;-72.9570469
G45368132;000002897141;-36.7207723;-72.9756991
101843024;000006080155;-36.7091428;-72.9734298
100160415;000005141614;-36.7114028;-72.9652216
100160416;000005141613;-36.7113218;-72.9652697
100160418;000005141643;-36.7115134;-72.9651791
100164261;000005141616;-36.7113296;-72.9652836
100164473;000005146157;-36.7113569;-72.9668647
100170030;000005147281;-36.7188835;-72.9766678
100170031;000005149146;-36.7474568;-72.9925141
100185951;000005154990;-36.6661957;-72.9586173
G45102983;000005190518;-36.7114322;-72.9705881
G45116413;000005270665;-36.7043359;-72.9712267
G554499;000005322761;-36.6739776;-72.9641559
G45116538;000005403937;-36.704183;-72.9709288
G4596600;000005462870;-36.7472511;-72.9930969
G45117208;000005471557;-36.7046583;-72.9712321
G45102696;000005515542;-36.7123125;-72.974016
G45116982;000005561897;-36.7040706;-72.9709157
G45116156;000005565084;-36.7042098;-72.9720643
100771090;000005623295;-36.6724311;-72.9588516
100798218;000005635578;-36.7141833;-72.9700709
100837860;000005671459;-36.6646884;-72.9592197
100830867;000005668388;-36.7462927;-72.9922214
100846236;000005677045;-36.6730397;-72.9679534
100848259;000005681541;-36.6641915;-72.9595451
100850182;000005684436;-36.6728893;-72.9673656
100870806;000005702639;-36.6732094;-72.9674301
100927071;000005744581;-36.6720933;-72.9599489
100939604;000005755059;-36.67326;-72.967892
100942074;000005759051;-36.7127528;-72.9738228
G45116740;000005771540;-36.7058154;-72.9736203
G554435;000005781243;-36.6731443;-72.9612046
G554448;000005778241;-36.6732676;-72.9627896
101063138;000005805231;-36.6721944;-72.9594341
101065005;000005807966;-36.7186712;-72.9765809
101094316;000005815976;-36.6659972;-72.961218
101100111;000005823068;-36.7040071;-72.9715108
101100118;000005822245;-36.7182537;-72.9753384
101101269;000005820291;-36.7172896;-72.97661
101517006;000005929114;-36.6739967;-72.9672386
100968241;000005847924;-36.7101467;-72.9679262
100165183;000006234252;-36.7118858;-72.9664855
100897252;000005717082;-36.7169819;-72.9700371
101089359;000005819424;-36.71299;-72.9741046
101878030;000006090017;-36.7044035;-72.9723204
G45133238;000006365185;-36.7129101;-72.9704817
102251298;000006189484;-36.7168078;-72.9739321
102650123;000006371257;-36.6721857;-72.9582782
102650122;000006371258;-36.6733254;-72.9644594
G45116147;000006013153;-36.7042137;-72.972105
100968176;000006191918;-36.7104415;-72.9647798
100097315;000005061478;-36.7110247;-72.9662997
G45156227;000006045832;-36.7228107;-72.9756998
102479008;000006325283;-36.6725179;-72.9581974
100968186;000005930277;-36.7107855;-72.9646013
G45103362;000001926152;-36.7155889;-72.9732957
G45103208;000001923643;-36.7180096;-72.9709465
G45103214;000001923742;-36.718262;-72.971309
G45103201;000001923548;-36.7173952;-72.9702594
G45103213;000001923728;-36.7183362;-72.9713814
G45103235;000001924090;-36.7170188;-72.9706155
G45109195;000001930210;-36.7106904;-72.9724728
G45103261;000001924465;-36.7171776;-72.9709563
G45103457;000001927706;-36.7135627;-72.973134
G45109188;000001930108;-36.7109876;-72.9714816
G45103467;000001927866;-36.7127689;-72.9719294
G45103168;000001923009;-36.7161899;-72.9736639
G45103173;000001923100;-36.7166566;-72.9720947
G45103254;000001924370;-36.7179409;-72.9718586
G45103465;000001927832;-36.7127118;-72.9728265
G45103454;000001927659;-36.7131766;-72.9727998
G45103446;000001927526;-36.7136029;-72.9725995
G45107909;000001936615;-36.709708;-72.9719388
G45103440;000001927433;-36.713591;-72.9734808
G45103361;000001926138;-36.7157181;-72.9734345
G45103466;000001927846;-36.7130972;-72.9717873
G45103289;000001924897;-36.7177286;-72.9723368
G45109165;000001929785;-36.7118678;-72.9718451
G45103174;000001923113;-36.716872;-72.9723791
G45103253;000001924357;-36.7180316;-72.9719061
G45103219;000001923812;-36.7180002;-72.9710986
G45109175;000001929928;-36.7110574;-72.9712094
G45103189;000001923347;-36.7165063;-72.9692954
G45103247;000001924281;-36.717703;-72.9715692
G45103184;000001923266;-36.7170376;-72.9734571
G45107914;000001936679;-36.7163147;-72.9704871
G45107159;000001926213;-36.7269915;-72.9768211
G45103193;000001923406;-36.7168682;-72.9697405
G45103269;000001924586;-36.7166815;-72.971189
G45103364;000001926182;-36.7152387;-72.9733014
G45103355;000001926035;-36.7147171;-72.9737958
G45103296;000001925024;-36.7169235;-72.9715534
G45103164;000001922956;-36.7168151;-72.9724659
G45103202;000001923560;-36.7174388;-72.9703958
G45103197;000001923462;-36.7170115;-72.9697989
G45103489;000001928201;-36.7127442;-72.9731735
G45103170;000001923060;-36.7160306;-72.9735489
G45103306;000001925198;-36.7172632;-72.9725611
G45103176;000001923144;-36.716307;-72.9729164
G45109182;000001930023;-36.710094;-72.9721549
G45103257;000001924407;-36.7176728;-72.9716109
G45103345;000001925878;-36.7157511;-72.9709428
G45103179;000001923181;-36.7163458;-72.9729179
G45109212;000001930450;-36.7113935;-72.9725421
G45103444;000001927494;-36.7135792;-72.9728746
G45103167;000001922996;-36.7168156;-72.9739391
G45103471;000001927933;-36.7127348;-72.9726829
G45103460;000001927761;-36.7127082;-72.9736902
G45103351;000001925982;-36.7152792;-72.9713445
G45103363;000001926169;-36.7155709;-72.9733141
G45103177;000001923157;-36.7163022;-72.9730682
G45103339;000001925776;-36.7162457;-72.9706254
G45103200;000001923534;-36.7174755;-72.9702057
G45103271;000001924628;-36.7168405;-72.9714862
G45103347;000001925905;-36.7161401;-72.9710994
G45103473;000001927965;-36.7125055;-72.9727496
G45103488;000001928182;-36.712898;-72.9732315
G45109222;000001930605;-36.7117027;-72.9722353
G45109218;000001930533;-36.7112993;-72.9721037
G45103447;000001927543;-36.7135635;-72.9727425
G45103353;000001926011;-36.7154349;-72.9739894
G45103230;000001924014;-36.7171289;-72.97016
G45103307;000001925212;-36.7172698;-72.9725786
G45103349;000001925932;-36.7160586;-72.9708463
G45103288;000001924887;-36.7176615;-72.9723095
G45103220;000001923847;-36.7180059;-72.9710245
G45103304;000001925167;-36.7171901;-72.9725685
G45103204;000001923588;-36.717625;-72.970562
G45103280;000001924771;-36.7175083;-72.9721109
G45103336;000001925726;-36.7150746;-72.9721408
G45103262;000001924479;-36.7170392;-72.9710532
G45103259;000001924432;-36.7173835;-72.971455
G45103276;000001924695;-36.7171705;-72.9718218
G45103227;000001923960;-36.7174665;-72.9704438
G45103236;000001924105;-36.7171003;-72.9708202
G45103301;000001925129;-36.7167006;-72.9717436
G45103285;000001924846;-36.7176248;-72.9722179
G45103487;000001928169;-36.7128147;-72.9732811
G45103459;000001927733;-36.7136264;-72.9733036
G45103185;000001923281;-36.7170933;-72.973268
G45103160;000001922891;-36.7163033;-72.9731548
G45103166;000001922980;-36.716867;-72.9739439
G45103151;000001922738;-36.7165544;-72.9735488
G45103191;000001923379;-36.7165304;-72.9692952
G45103265;000001924525;-36.7168532;-72.9708863
G45103340;000001925811;-36.7163288;-72.9704386
G45109172;000001929887;-36.7111173;-72.9710162
G45103482;000001928106;-36.7130187;-72.9731908
G45103237;000001924118;-36.7171154;-72.9708277
G45103348;000001925918;-36.7161816;-72.9707753
G45103298;000001925055;-36.7173988;-72.9727263
G45103344;000001925865;-36.7152509;-72.9714453
G45103175;000001923130;-36.7165898;-72.9720624
G45103455;000001927674;-36.7131498;-72.9726294
G45109193;000001930175;-36.710751;-72.9728495
G45103297;000001925039;-36.7169192;-72.971553
G45103294;000001924993;-36.7171641;-72.9718714
G45103225;000001923931;-36.7175905;-72.9706444
G45103270;000001924616;-36.7167565;-72.971389
G45109171;000001929874;-36.7112118;-72.970901
G45103360;000001926122;-36.7156224;-72.9733948
G45103206;000001923614;-36.7177491;-72.9706867
G45103300;000001925115;-36.7166704;-72.9719229
G45109207;000001930377;-36.7107405;-72.9719337
G45103350;000001925966;-36.7151404;-72.9718741
G45103226;000001923946;-36.7175307;-72.9705452
G45103229;000001923987;-36.717446;-72.9704349
G45103152;000001922754;-36.7166522;-72.973259
G45103215;000001923757;-36.7183056;-72.9714046
G45103212;000001923712;-36.7182559;-72.9713033
G45103165;000001922968;-36.717409;-72.9728169
G45103449;000001927571;-36.7135667;-72.9730303
G45103464;000001927818;-36.7125185;-72.9730424
G45103483;000001928117;-36.7129804;-72.9732087
G45102999;000001943590;-36.7099562;-72.9720908
G45103203;000001923576;-36.7176209;-72.970527
G45103181;000001923226;-36.7164034;-72.972518
G45103352;000001925996;-36.7155049;-72.9740212
G45109176;000001929940;-36.7109659;-72.9713715
G45108572;000001945381;-36.7093066;-72.9711174
G45103241;000001924190;-36.7174113;-72.9711721
G45103438;000001927403;-36.7131813;-72.9726743
G45103437;000001927387;-36.7135832;-72.9728017
G45103231;000001924027;-36.7172837;-72.9702999
G45103233;000001924058;-36.7169301;-72.9704164
G45103258;000001924421;-36.7176189;-72.9715805
G45103171;000001923075;-36.7172831;-72.9728092
G45103452;000001927630;-36.7131158;-72.9731521
G45103190;000002755983;-36.7164878;-72.9692817
G45103180;000001923211;-36.7163508;-72.9729086
G45103486;000001928154;-36.7130395;-72.9732551
G45103291;000001924950;-36.7176409;-72.9722242
G45109169;000001929844;-36.7122167;-72.9711984
G45103186;000001923295;-36.7170482;-72.9732979
G45103451;000001927614;-36.7134416;-72.9726121
G45103461;000001927775;-36.7127647;-72.9734726
G45103448;000001927557;-36.7135286;-72.9729563
G45103218;000001923797;-36.7180094;-72.9711273
G45103480;000001928074;-36.7132857;-72.9732637
G45109206;000001930364;-36.710758;-72.9721077
G45103195;000001923434;-36.7169922;-72.969887
G45103242;000001924204;-36.7174289;-72.971332
G45107913;000001936664;-36.7148111;-72.9726396
G45103169;000001923022;-36.7160827;-72.9735008
G45109191;000001930148;-36.710757;-72.9728067
G45103287;000001924874;-36.717657;-72.9723117
G45103196;000001923450;-36.7208191;-72.9764418
G45103481;000001928090;-36.7131104;-72.9732714
G45103284;000001924833;-36.7174952;-72.9721135
G45109167;000001929814;-36.7127079;-72.9714531
G45103292;000001924967;-36.7175974;-72.9721795
G45103443;000001927480;-36.7136389;-72.9735047
G45103337;000001925739;-36.7152531;-72.9714504
G45103150;000001922720;-36.7165656;-72.9736178
G45103251;000001924332;-36.7178776;-72.9717319
G45103183;000001923252;-36.7170203;-72.9732709
G45109170;000001929860;-36.711485;-72.9707965
G45103248;000001924291;-36.7177066;-72.9715834
G45107911;000001936638;-36.7093276;-72.9713356
G45103453;000001927645;-36.7130412;-72.9727814
G45103156;000001922819;-36.7168595;-72.9724846
G45103273;000001924651;-36.7168966;-72.9715177
G45109179;000001929982;-36.710962;-72.9716466
G45103034;000001944107;-36.7098017;-72.9719681
G45103260;000001924456;-36.7171747;-72.9713267
G45103450;000001927599;-36.7136095;-72.9725899
G45103274;000001924665;-36.7169653;-72.9715735
G45103224;000001923915;-36.7176405;-72.9706612
G45103469;000001927891;-36.7129901;-72.9721149
G45103162;000001922918;-36.7168654;-72.9726437
G45103158;000001922847;-36.7165496;-72.9734971
G45103062;000001944488;-36.7095395;-72.9743819
G45103302;000001925140;-36.7167397;-72.9718834
G45103154;000001922782;-36.7170064;-72.9726213
G45107907;000001936589;-36.7260251;-72.9777493
G45102499;000001936659;-36.7217387;-72.9767873
G45156672;000001995628;-36.7121782;-72.9702781
G45156702;000001996056;-36.7115666;-72.9725482
G45156719;000001996284;-36.7134035;-72.9715869
G45102548;000001937358;-36.7224317;-72.9766763
G45103312;000001925316;-36.7174136;-72.9714261
G45116539;000001928961;-36.7041869;-72.9709375
G45102677;000001939198;-36.7133806;-72.9740503
G45102774;000001940542;-36.7092285;-72.9735634
G45103423;000001927181;-36.7141007;-72.9717249
G45102758;000001940331;-36.7095177;-72.9727187
G45102949;000001942938;-36.7108244;-72.9732704
G45159446;000001982084;-36.7127742;-72.9719596
G45116023;000001947279;-36.7050379;-72.9730644
G45156689;000001995873;-36.7135484;-72.9700194
G45102504;000001936751;-36.7215807;-72.9766753
G45130348;000001960113;-36.714031;-72.971552
G45116529;000001928798;-36.704339;-72.9710509
G45102962;000001943120;-36.7115427;-72.9730829
G45102780;000001940635;-36.7088031;-72.9740181
G45116523;000001928711;-36.7045061;-72.9711912
G45102986;000001943415;-36.7121009;-72.9725993
G45116499;000001953075;-36.7050974;-72.971754
G45103421;000001927147;-36.7142689;-72.971785
G45116994;000001935209;-36.7041655;-72.9707363
G45102674;000001939160;-36.7135942;-72.973935
G45156659;000001995415;-36.713396;-72.970834
G45103426;000001927230;-36.7140378;-72.9715438
G45103435;000001927358;-36.7137876;-72.9700689
G45116428;000001952271;-36.7040219;-72.970891
G45115936;000001946163;-36.7053661;-72.9733838
G45157511;000001979608;-36.7135873;-72.9725775
G45102948;000001942925;-36.7108358;-72.9734006
G45116415;000001952116;-36.7043332;-72.9712273
G45102527;000001937054;-36.7213678;-72.9769701
G45115972;000001946639;-36.7050142;-72.9728113
G45156650;000001995285;-36.7121359;-72.9710017
G45103416;000001927059;-36.7147373;-72.9719257
G45102494;000001936598;-36.7214124;-72.9766085
G45116989;000001935133;-36.7051344;-72.9725844
G45102502;000001936718;-36.7215612;-72.9766591
G45102592;000001938002;-36.7220126;-72.9751437
G45102952;000001942987;-36.7105329;-72.9726954
G45102762;000001940379;-36.7096178;-72.9721614
G45103318;000001925417;-36.7146752;-72.9737489
G45116664;000001930650;-36.706058;-72.9746252
G45102784;000001940690;-36.7088735;-72.9738705
G45103310;000001925288;-36.7173675;-72.971674
G45156691;000001995900;-36.7118986;-72.9700878
G45102564;000001937606;-36.7221096;-72.9760603
G45102526;000001937040;-36.7213092;-72.9770661
G45118899;000001941533;-36.706062;-72.9746998
G45102549;000001937371;-36.7224518;-72.9766498
G45102967;000001943182;-36.7117315;-72.9705807
G45116543;000001929032;-36.7041878;-72.9709293
G45102763;000001940391;-36.7091322;-72.9737212
G45114303;000001949886;-36.7127026;-72.9728257
G45102697;000001939476;-36.7119431;-72.9740208
G45109241;000001930877;-36.7118854;-72.9717239
G45116542;000001929018;-36.7042713;-72.9707692
G45102506;000001936784;-36.7218752;-72.9767647
G45103320;000001925466;-36.7146864;-72.9737323
G45109239;000001930835;-36.7115289;-72.9715813
G45116011;000001947140;-36.7054741;-72.9732576
G45115987;000001946831;-36.7058098;-72.9736365
G45109243;000001930906;-36.711855;-72.9714302
G45117971;000001947848;-36.7045057;-72.971192
G45137373;000001958675;-36.7136329;-72.9735378
G45116016;000001947187;-36.7051242;-72.973187
G45103390;000001926652;-36.7143676;-72.9725468
G45102571;000001937712;-36.7223608;-72.9753082
G45102988;000001943439;-36.7133301;-72.9717589
G45102688;000001939344;-36.7124832;-72.9738607
G45123080;000001960933;-36.7061363;-72.974291
G45103328;000001925588;-36.7148657;-72.9725765
G45102960;000001943093;-36.7112338;-72.9732263
G45103373;000001926328;-36.7142116;-72.9731944
G45102765;000001940413;-36.7090931;-72.973363
G45102975;000001943293;-36.7135294;-72.9700208
G45116483;000001952922;-36.7049069;-72.9717173
G45103395;000001926727;-36.7141801;-72.9724988
G45103428;000001927262;-36.7146153;-72.9709902
G45103375;000001926360;-36.7139561;-72.9731011
G45116018;000001947213;-36.7051246;-72.9731824
G45156733;000001996514;-36.7132111;-72.9707658
G45157515;000001979656;-36.7121356;-72.9697779
G45116313;000001950838;-36.7053729;-72.9733821
G45102781;000001940648;-36.7088496;-72.974033
G45102770;000001940495;-36.709265;-72.973309
G45102776;000001940566;-36.7090884;-72.9736004
G45102972;000001943268;-36.7115055;-72.9719706
G45102714;000001939733;-36.7118037;-72.9733879
G45103366;000001926210;-36.7151012;-72.9732347
G45156727;000001996415;-36.7123798;-72.9704167
G45102779;000001940609;-36.7090293;-72.9741542
G45116463;000001952705;-36.7053477;-72.9720194
G45116012;000001947151;-36.705463;-72.9732563
G45103372;000001926315;-36.7143454;-72.9732623
G45156684;000001995807;-36.7118257;-72.9701305
G45116450;000001952557;-36.7052037;-72.9720909
G45116551;000001929139;-36.704156;-72.9707358
G45116024;000001947288;-36.7051191;-72.9731704
G45156699;000001996001;-36.7135645;-72.9706713
G45102788;000001940745;-36.7085641;-72.9732946
G45115992;000001946905;-36.7058125;-72.9736398
G45102591;000001937990;-36.7219849;-72.9751528
G45103315;000001925369;-36.7145295;-72.973939
G45116470;000001952784;-36.7053817;-72.9720025
G45102965;000001943158;-36.7116627;-72.9728564
G45156730;000001996469;-36.7131943;-72.9701301
G45103326;000001925554;-36.7147051;-72.9727034
G45156649;000001995252;-36.7118187;-72.970595
G45102581;000001937859;-36.7218708;-72.975594
G45103427;000001927247;-36.7147149;-72.9712013
G45116376;000001951650;-36.7056185;-72.9730375
G45102572;000001937725;-36.7223607;-72.9753064
G45116649;000001930436;-36.7041879;-72.9707666
G45116988;000001935120;-36.705127;-72.9726224
G45102738;000001940055;-36.7101453;-72.9727031
G45116532;000001928857;-36.704193;-72.97092
G45116541;000001929003;-36.7041884;-72.9709285
G45102708;000001939647;-36.7114857;-72.9737491
G45116443;000001952472;-36.7050667;-72.9720921
G45116597;000001929682;-36.7053489;-72.9720321
G45115986;000001946819;-36.7058165;-72.9736263
G45152344;000001981696;-36.72692;-72.9776962
G45102583;000001937882;-36.7218704;-72.9755255
G45133762;000001957373;-36.7154042;-72.9704697
G45116608;000001929856;-36.7053731;-72.9733841
G45115956;000001946405;-36.7049922;-72.9732604
G45103425;000001927217;-36.7135376;-72.9713205
G45116022;000001947268;-36.7050123;-72.9730647
G45102685;000001939305;-36.713221;-72.973917
G45118868;000001941136;-36.7054149;-72.9732654
G45116314;000001950849;-36.7053995;-72.973393
G45102565;000001937619;-36.7221211;-72.9759949
G45102717;000001939769;-36.7119068;-72.9737347
G45116854;000001933407;-36.7055121;-72.973312
G45109233;000001930744;-36.71143;-72.9711276
G45156663;000001995484;-36.7133734;-72.9716612
G45116557;000001929220;-36.7041516;-72.9707288
G45113377;000001937483;-36.7146368;-72.9738763
G45102569;000001937673;-36.7223724;-72.9755782
G45156668;000001995555;-36.7120027;-72.9698886
G45115973;000001946652;-36.7045878;-72.9727582
G45156708;000001996129;-36.7125137;-72.9704806
G45131567;000001961328;-36.7254432;-72.9784793
G45102755;000001940295;-36.7093871;-72.973031
G45156720;000001996322;-36.7131596;-72.9708655
G45102945;000001942875;-36.7108628;-72.9736574
G45116667;000001930692;-36.7040224;-72.9708866
G45102574;000001937751;-36.7218289;-72.9758378
G45116429;000001952285;-36.704025;-72.9708996
G45128720;000001963882;-36.7101401;-72.9725387
G45123264;000001963178;-36.7224869;-72.9765246
G45102790;000001940786;-36.7100428;-72.9730044
G45103369;000001926254;-36.7151544;-72.973214
G45103309;000001925251;-36.7173714;-72.9716051
G45112857;000001929994;-36.7268676;-72.9776518
G45116850;000001933353;-36.7058176;-72.9736276
G45102670;000001939106;-36.7136718;-72.974103
G45102701;000001939554;-36.7117889;-72.9740277
G45116004;000001947054;-36.7054969;-72.9732591
G45103386;000001926561;-36.7152387;-72.972524
G45156670;000001995600;-36.7118904;-72.9699316
G45102546;000001937329;-36.7221886;-72.9770001
G45116025;000001947300;-36.7050204;-72.9730699
G45103371;000001926301;-36.7142684;-72.9732173
G45116849;000001933329;-36.7053474;-72.9720186
G45109236;000001930789;-36.7118064;-72.9717125
G45102959;000001943067;-36.7112874;-72.97321
G45116426;000001952248;-36.7040174;-72.9708991
G45103419;000001927104;-36.7144552;-72.9717703
G45156685;000001995819;-36.7121393;-72.9697666
G45109230;000001930704;-36.7114444;-72.9715343
G45112877;000001930285;-36.7123109;-72.9712061
G45102528;000001937064;-36.721528;-72.9772101
G45102530;000001937109;-36.7215684;-72.9771942
G45116020;000001947250;-36.7051597;-72.9731664
G45116434;000001952356;-36.7051397;-72.9725946
G45102772;000001940518;-36.7090604;-72.9730209
G45116514;000001953287;-36.7049489;-72.9713269
G45102741;000001940108;-36.7101369;-72.9723181
G45115981;000001946756;-36.7058792;-72.9736348
G45116526;000001928750;-36.7043527;-72.9710547
G45116392;000001951819;-36.7051539;-72.9731779
G45115944;000001946258;-36.7049582;-72.9731671
G45102525;000001937023;-36.7212709;-72.9770774
G45117457;000001941174;-36.7051877;-72.97204
G45103325;000001925542;-36.7147209;-72.9727122
G45109819;000001938762;-36.7122465;-72.9717071
G45116525;000001928737;-36.7045024;-72.9711935
G45113375;000001937455;-36.709577;-72.9715092
G45118869;000001941149;-36.7038929;-72.9713801
G45102757;000001940318;-36.7093399;-72.9730464
G45102575;000001937764;-36.7221673;-72.9758895
G45117493;000001941659;-36.7045393;-72.9711069
G45116445;000001952493;-36.7051409;-72.9725993
G45102987;000001943428;-36.7122897;-72.9718921
G45116496;000001953043;-36.7051126;-72.9717334
G45116432;000001952335;-36.7051362;-72.9725821
G45109821;000001938799;-36.7093696;-72.9730544
G45116446;000001952503;-36.7051484;-72.97198
G45102534;000001937160;-36.7211694;-72.9769178
G45159522;000001983079;-36.7143831;-72.971738
G45120872;000001947497;-36.7166371;-72.9729057
G45102761;000001940367;-36.709552;-72.972399
G45122909;000001958864;-36.7051996;-72.9720312
G45160573;000001996789;-36.7162827;-72.9736874
G45156694;000001995949;-36.7116234;-72.9704108
G45102990;000001943479;-36.7122143;-72.9719241
G45116373;000001951628;-36.7056281;-72.9730579
G45102538;000001937214;-36.7217539;-72.9773072
G45102730;000001939959;-36.7111672;-72.9736521
G45115985;000001946808;-36.7058239;-72.9736128
G45103392;000001926680;-36.7143191;-72.9725021
G45138501;000001973933;-36.7101412;-72.9717731
G45103398;000001926765;-36.7139941;-72.9723601
G45156707;000001996114;-36.7122613;-72.9691953
G45102693;000001939422;-36.712582;-72.9741253
G45112875;000001930258;-36.7128575;-72.9699192
G45102507;000001936795;-36.7219417;-72.9767684
G45118454;000001935632;-36.7268251;-72.9789103
G45102984;000001943389;-36.7108134;-72.9723095
G45116425;000001952237;-36.7040217;-72.9709062
G45135910;000001962661;-36.7136912;-72.9698962
G45102493;000001936575;-36.7213818;-72.9765842
G45116648;000001930421;-36.7041455;-72.9719039
G45102498;000001936646;-36.7216424;-72.9766674
G45116424;000001952227;-36.7040263;-72.9709083
G45102686;000001939317;-36.7132113;-72.9738804
G45139504;000001963197;-36.7144008;-72.9717376
G45117210;000001937858;-36.7040173;-72.9708853
G45102537;000001937201;-36.7208157;-72.9768097
G45129725;000001951404;-36.7139904;-72.9731322
G45102955;000001943015;-36.711024;-72.9733867
G45102491;000001936547;-36.7212466;-72.9764976
G45102573;000001937738;-36.721816;-72.9760614
G45156716;000001996245;-36.7138209;-72.9700524
G45156690;000001995886;-36.7119563;-72.9700828
G45133510;000001953911;-36.726803;-72.9788769
G45156731;000001996484;-36.7115493;-72.9707639
G45102991;000001943491;-36.7122188;-72.9717817
G45125047;000001961826;-36.7144801;-72.970541
G45119259;000001946108;-36.7053766;-72.9733777
G45116393;000001951830;-36.7051312;-72.9731807
G45115949;000001946313;-36.7049921;-72.9732592
G45156726;000001996401;-36.7124576;-72.9704353
G45103377;000001926396;-36.7139144;-72.9731496
G45102775;000001940555;-36.7092292;-72.9734615
G45116599;000001929709;-36.7047602;-72.9724791
G45116315;000001950865;-36.7049911;-72.9732269
G45102710;000001939682;-36.7122569;-72.9737747
G45103334;000001925700;-36.7149969;-72.9719856
G45103396;000001926741;-36.7140066;-72.972372
G45102963;000001943134;-36.7115641;-72.9730734
G45109248;000001930970;-36.7119056;-72.9710497
G45102529;000001937075;-36.7217223;-72.9772882
G45123114;000001961336;-36.7158725;-72.9726787
G45102691;000001939396;-36.7125617;-72.9740227
G45103319;000001925434;-36.7145637;-72.9733469
G45103324;000001925527;-36.7151222;-72.9732026
G45116310;000001950803;-36.7053769;-72.9733817
G45102550;000001937399;-36.7224684;-72.9764888
G45109246;000001930946;-36.7119056;-72.9712675
G45102977;000001943317;-36.7108192;-72.9726497
G45116559;000001929249;-36.7041705;-72.9707414
G45112856;000001929981;-36.7264574;-72.9781586
G45102748;000001940189;-36.7101401;-72.9722648
G45116386;000001951766;-36.7054053;-72.973253
G45102551;000001937413;-36.7225596;-72.9763769
G45116431;000001952322;-36.7051361;-72.9725895
G45103385;000001926548;-36.7156184;-72.9725291
G45102539;000001937226;-36.7218141;-72.9773125
G45102555;000001937469;-36.7217087;-72.9762427
G45103389;000001926620;-36.7146301;-72.9726785
G45145224;000001976118;-36.726454;-72.9772195
G45118911;000001941721;-36.7051246;-72.9717753
G45156648;000001995238;-36.7121762;-72.9703352
G45103308;000001925234;-36.7164246;-72.9739537
G45156675;000001995673;-36.7129652;-72.9699639
G45102889;000001942148;-36.7125953;-72.9729183
G45103330;000001925637;-36.7149355;-72.9727267
G45102722;000001939847;-36.7118681;-72.9731497
G45102753;000001940269;-36.7094498;-72.9732959
G45102785;000001940704;-36.7085148;-72.9736641
G45156709;000001996142;-36.7124654;-72.9704478
G45125983;000001945046;-36.7115865;-72.9737292
G45103333;000001925683;-36.7149502;-72.9725381
G45102676;000001939184;-36.7135855;-72.9736215
G45102577;000001937793;-36.7223189;-72.9756813
G45102946;000001942891;-36.7105507;-72.9731784
G45157520;000001979733;-36.7114403;-72.9705798
G45116436;000001952379;-36.7051364;-72.9726126
G45116527;000001928766;-36.7043589;-72.9710528
G45109232;000001930731;-36.7114262;-72.9711293
G45116547;000001929087;-36.7041464;-72.9707247
G45103388;000001926603;-36.7148643;-72.9724311
G45116528;000001928782;-36.7043481;-72.9710481
G45103391;000001926665;-36.7144417;-72.9726126
G45103420;000001927133;-36.714389;-72.9717304
G45102957;000001943041;-36.7111746;-72.9732399
G45134839;000001972207;-36.7142384;-72.9702994
G45102570;000001937700;-36.7223539;-72.9754474
G45115971;000001946627;-36.7050033;-72.9727947
G45102594;000001938026;-36.7211955;-72.9758777
G45116421;000001952200;-36.7040201;-72.9708849
G45115945;000001946271;-36.704946;-72.9732353
G45128109;000001954927;-36.7144332;-72.9705361
G45102980;000001943354;-36.7119649;-72.9649123
G45116019;000001947225;-36.7051144;-72.9731375
G45115998;000001946964;-36.7056065;-72.9730494
G45102751;000001940244;-36.709452;-72.9733504
G45103418;000001927088;-36.7145855;-72.9718686
G45102769;000001940463;-36.7086705;-72.9733605
G45103365;000001926197;-36.7155564;-72.9733331
G45102950;000001942962;-36.7108102;-72.973187
G45102682;000001939264;-36.7138257;-72.9740286
G45116447;000001952513;-36.705193;-72.9720786
G45109244;000001930920;-36.7118961;-72.9713581
G45156725;000001996384;-36.712946;-72.9704679
G45155549;000001977800;-36.7113634;-72.9706968
G45102768;000001940450;-36.7086554;-72.9732757
G45118475;000001935887;-36.7044279;-72.9723177
G45102489;000001936512;-36.7210302;-72.9763506
G45102545;000001937315;-36.7221545;-72.9769743
