ANLAGE;VKONTO;COORX;COORY
G45102327;000001934261;-36.7253823;-72.9787151
G45102766;000001940424;-36.7088446;-72.9733443
G45116000;000001947002;-36.7056368;-72.9730615
G45116995;000001935221;-36.704166;-72.9707359
G45102767;000001940437;-36.7088503;-72.9733263
G45109249;000001930983;-36.7119235;-72.9710426
G45107157;000001926189;-36.716192;-72.9714427
G45103338;000001925760;-36.715066;-72.9717118
G45116382;000001951721;-36.7054987;-72.9732576
G45103358;000001926083;-36.7141045;-72.9738151
G45102126;000001931357;-36.7271758;-72.9782914
G45109216;000001930505;-36.711204;-72.9724974
G45109242;000001930892;-36.7118875;-72.9714148
G45103290;000001924936;-36.7176538;-72.9722756
G45116366;000001951531;-36.705525;-72.973269
G45116502;000001953137;-36.7050597;-72.9717541
G45102150;000001931702;-36.7270695;-72.9769541
G45103199;000001923490;-36.7172271;-72.970063
G45116061;000001947730;-36.7043411;-72.9722511
G45109817;000001938738;-36.7127494;-72.9737052
G45102152;000001931730;-36.7268549;-72.9766623
G45103153;000001922768;-36.7166336;-72.9732679
G45109210;000001930420;-36.7110219;-72.972931
G45103322;000001925493;-36.7147704;-72.9731097
G45115997;000001946952;-36.7055132;-72.973367
G45116073;000001947880;-36.7042996;-72.9720478
G45116375;000002789932;-36.7056159;-72.9730436
G45109173;000001929897;-36.7111866;-72.9710112
G45103163;000001922939;-36.7167659;-72.9727341
G45102694;000001939435;-36.7123099;-72.9740121
G45102198;000001932409;-36.7256842;-72.9778201
G45115990;000001946880;-36.7058752;-72.9736626
G45103205;000001923601;-36.7177159;-72.9705496
G45109228;000001930676;-36.7113698;-72.9717011
G45102120;000001931263;-36.7261361;-72.9777229
G45116338;000001951159;-36.7049708;-72.9728084
G45103240;000001924175;-36.7172047;-72.9709712
G45109229;000001930690;-36.7113769;-72.971527
G45115983;000001946782;-36.7058739;-72.973655
G45103323;000001925510;-36.7146902;-72.9731964
G45116981;000001935034;-36.7046536;-72.9712047
G45103441;000001927449;-36.7135941;-72.9736148
G45115939;000001946203;-36.7049902;-72.9732459
G45116495;000001953032;-36.7050472;-72.9717973
G45102175;000001932061;-36.7273484;-72.9775906
G45116370;000001951595;-36.7055244;-72.973265
G45116512;000001953264;-36.7049462;-72.9713525
G45102777;000001940582;-36.7089829;-72.9729196
G45116213;000001949625;-36.7046632;-72.9711802
G45116554;000001929179;-36.7041561;-72.9707322
G45107912;000001936651;-36.7093329;-72.9711621
G45116747;000001931891;-36.7040194;-72.9708851
G45116519;000001953352;-36.704507;-72.9711924
G45102736;000001940035;-36.7100467;-72.9729368
G45103272;000001924641;-36.7168921;-72.9714853
G45116094;000001948117;-36.7041954;-72.9718244
G45102123;000001931313;-36.7272854;-72.9784319
G45115958;000001946437;-36.7048973;-72.9729664
G45116727;000001931596;-36.7053431;-72.9720647
G45103411;000001926993;-36.7154608;-72.9718342
G45102149;000001931687;-36.7271852;-72.9770509
G45102130;000001931429;-36.7270221;-72.9781296
G45116052;000002789878;-36.7043636;-72.9722203
G45103281;000001924787;-36.7172996;-72.9719246
G45103187;000001923311;-36.7170775;-72.9732937
G45116369;000001951569;-36.7055145;-72.9732783
G45116217;000001949660;-36.7046542;-72.9712323
G45116472;000001952803;-36.7051046;-72.9720823
G45103359;000001926096;-36.7140034;-72.9738418
G45102202;000001932490;-36.7257698;-72.9775329
G45102212;000001932650;-36.7259504;-72.9769463
G45116348;000001951286;-36.7045913;-72.9727521
G45115968;000001946577;-36.7045911;-72.972759
G45103445;000001927510;-36.7135513;-72.9727462
G45117209;000001937835;-36.7041424;-72.9719003
G45116330;000001951059;-36.7048912;-72.9729994
G45116471;000001952793;-36.7052948;-72.9720219
G45103299;000001925072;-36.7174332;-72.9727457
G45116072;000001947864;-36.704265;-72.9720148
G45102246;000001933106;-36.725372;-72.9770122
G45102136;000001931513;-36.7266191;-72.9774078
G45102128;000001931387;-36.7270455;-72.9780378
G45116478;000001952854;-36.7050995;-72.9720834
G45102124;000001931326;-36.7272761;-72.9784137
G45116412;000001952074;-36.7043457;-72.9712272
G45103000;000001943631;-36.7100989;-72.9725344
G45102195;000001932371;-36.7256069;-72.9780262
G45116485;000001952941;-36.7049009;-72.9717282
G45103293;000001924981;-36.7171764;-72.9719902
G45103035;000001944120;-36.7095981;-72.9715534
G45103263;000001924495;-36.717095;-72.9710584
G45102167;000001931953;-36.7273269;-72.9786936
G45116221;000001949707;-36.7041047;-72.9709301
G45116070;000001947841;-36.7042713;-72.9720477
G45102187;000001932244;-36.725412;-72.9783853
G45103370;000001926284;-36.7143797;-72.9732668
G45102220;000001932772;-36.7247419;-72.9788798
G45103243;000001924219;-36.7173881;-72.9713032
G45102223;000001932797;-36.7247725;-72.9785822
G45116371;000001951607;-36.7056292;-72.9730521
G45116647;000001930407;-36.7036329;-72.9710672
G45103222;000001923883;-36.717757;-72.9707479
G45102208;000001932575;-36.7259135;-72.9771075
G45156704;000002790987;-36.712203;-72.9691246
G45118028;000001948584;-36.7038834;-72.9713701
G45102511;000001936862;-36.7221302;-72.9767656
G45156673;000001995643;-36.7117625;-72.9701182
G45102181;000001932161;-36.7252867;-72.9789924
G45156682;000001995780;-36.7123069;-72.9695927
G45156710;000001996166;-36.7166903;-72.9709971
G45116153;000001948898;-36.7041723;-72.9720968
G45116120;000001948478;-36.7040255;-72.9715051
G45102543;000001937288;-36.7221173;-72.9770763
G45102176;000001932074;-36.7264731;-72.9781678
G45116109;000001948309;-36.7040422;-72.9715212
G45116101;000001948216;-36.7040476;-72.971777
G45123303;000001963671;-36.7268959;-72.9776793
G45159443;000001982047;-36.7127697;-72.9718755
G45116144;000001948774;-36.7038821;-72.9713851
G45102146;000001931658;-36.7272721;-72.9772337
G45116132;000002789899;-36.7041824;-72.9722604
G45118027;000001948572;-36.7042314;-72.9718991
G45102692;000001939408;-36.7122986;-72.9740062
G45119004;000001942926;-36.7041638;-72.9718969
G45102197;000001932396;-36.7256043;-72.9780428
G45116225;000001949745;-36.7040718;-72.9709158
G45116165;000001949043;-36.7041009;-72.971864
G45116148;000001948823;-36.7041891;-72.9721026
G45120310;000001959234;-36.7059206;-72.9748547
G45131856;000001965167;-36.7260775;-72.9778073
G45156664;000001995499;-36.7135398;-72.9715852
G45156714;000001996215;-36.7131697;-72.969769
G45116402;000001951945;-36.7050145;-72.9730669
G45102978;000002791514;-36.7108807;-72.9725692
G45156735;000001996538;-36.7124539;-72.9725779
G45138645;000001975834;-36.714133;-72.9738799
G45119046;000001943462;-36.7142827;-72.9704261
G45120250;000001958399;-36.7046993;-72.9712487
G45116100;000001948205;-36.7040419;-72.9717676
G45117482;000001941518;-36.7045015;-72.9711934
G45103381;000001926484;-36.7155399;-72.9726249
G45122916;000001958938;-36.7140101;-72.9715825
G45116107;000001948284;-36.7040584;-72.9717689
G45116121;000002789894;-36.7041985;-72.9722569
G45102189;000001932273;-36.7254809;-72.9783556
G45156661;000001995454;-36.7127416;-72.9716111
G45102541;000001937266;-36.7219553;-72.9772197
G45116106;000001948271;-36.7040374;-72.9717707
G45131849;000001965067;-36.7110615;-72.9714645
G45116524;000001928724;-36.7045314;-72.9711368
G45102171;000001932022;-36.7267978;-72.9777853
G45129456;000001974282;-36.7264603;-72.9781534
G45133790;000001957786;-36.7254016;-72.9787054
G45120303;000001959145;-36.7057718;-72.9740476
G45102576;000001937780;-36.7221832;-72.9758939
G45156654;000001995345;-36.7129648;-72.9699683
G45102182;000001932177;-36.7253448;-72.9787693
G45156687;000001995848;-36.7137733;-72.9703471
G45102561;000001937563;-36.7227845;-72.9757917
G45156652;000001995316;-36.7128657;-72.9699247
G45116149;000001948835;-36.7041317;-72.9721085
G45129471;000001974466;-36.7141292;-72.9700407
G45116133;000001948626;-36.7042077;-72.9722502
G45102141;000001931594;-36.7264341;-72.9771131
G45128146;000001955428;-36.7093156;-72.9745861
G45117528;000001942102;-36.705195;-72.9720619
G45118867;000001941125;-36.7060226;-72.9746854
G45116518;000001953341;-36.7045068;-72.9711916
G45102683;000001939276;-36.7137701;-72.9739881
G45116340;000001951185;-36.7050081;-72.9728097
G45156723;000001996359;-36.7133378;-72.9708123
G45116117;000001948425;-36.7040361;-72.97152
G45102497;000001936634;-36.7216309;-72.9766725
G45157517;000001979683;-36.7112229;-72.9719365
G45138942;000001955604;-36.7248667;-72.9772858
G45156680;000001995751;-36.7121984;-72.9696493
G45116168;000001949080;-36.7040977;-72.9718627
G45102231;000002791485;-36.7249416;-72.9780407
G45156729;000001996447;-36.7137512;-72.9703323
G45102586;000001937914;-36.7220464;-72.9753319
G45132323;000001971227;-36.7050091;-72.9730597
G45156683;000001995794;-36.7121905;-72.969687
G45156677;000001995700;-36.7126543;-72.9697655
G45156732;000001996497;-36.7129826;-72.970757
G45139690;000001965490;-36.7178893;-72.9707765
G45156647;000001995222;-36.7121976;-72.9703553
G45123944;000001971606;-36.7127345;-72.9736797
G45102488;000001936499;-36.7210027;-72.9763155
G45126522;000001951854;-36.711554;-72.970786
G45102580;000001937843;-36.7217298;-72.9756269
G45102179;000001932118;-36.725175;-72.9792216
G45116110;000001948336;-36.7040431;-72.9715254
G45102155;000001931772;-36.726606;-72.9763809
G45130381;000001960563;-36.7178807;-72.9707973
G45156657;000001995386;-36.7130934;-72.9695807
G45102242;000001933057;-36.7252122;-72.9771203
G45102227;000001932849;-36.7249466;-72.9782939
G45120251;000001958412;-36.7045864;-72.9727577
G45116140;000001948720;-36.7038824;-72.9713714
G45102230;000001932902;-36.7249658;-72.9781078
G45116008;000001947101;-36.7054189;-72.9732725
G45156713;000001996203;-36.7132277;-72.9701182
G45158129;000001987261;-36.7119166;-72.9729776
G45103188;000001923332;-36.7170808;-72.973286
G45116125;000001948528;-36.7041622;-72.972265
G45128999;000001967712;-36.7129331;-72.9704567
G45126127;000001947119;-36.727033;-72.9780886
G45102153;000001931743;-36.7268325;-72.9764774
G45117497;000001941706;-36.7058879;-72.9736603
G45156728;000001996432;-36.7123014;-72.9703555
G45156722;000001996348;-36.7128222;-72.9710193
G45116161;000001948993;-36.704219;-72.9720738
G45102169;000001931981;-36.7275234;-72.9784798
G45156669;000001995572;-36.7119809;-72.9698982
G45102170;000001932008;-36.7276135;-72.9783707
G45120885;000001947636;-36.7137512;-72.9703364
G45102132;000001931458;-36.7265293;-72.9768251
G45102554;000001937457;-36.721791;-72.9761996
G45128160;000001955633;-36.7171811;-72.9711762
G45102503;000001936739;-36.7215828;-72.9766771
G45116157;000001948949;-36.704203;-72.9720849
G45120302;000001959132;-36.7045058;-72.9711965
G45116170;000001949115;-36.7041389;-72.9718807
G45121759;000001958334;-36.7147932;-72.9734403
G45102137;000001931526;-36.726594;-72.9773098
G45102495;000001936608;-36.7215278;-72.9766363
G45103424;000001927200;-36.7141565;-72.971611
G45156698;000001995987;-36.7135923;-72.9706961
G45156692;000001995916;-36.7119949;-72.9703934
G45103332;000001925668;-36.7148739;-72.9725679
G45157510;000001979594;-36.7135763;-72.9725805
G45156717;000001996260;-36.7133886;-72.9708352
G45102180;000001932147;-36.7251857;-72.9790029
G45156734;000001996526;-36.712507;-72.9725559
G45102225;000001932823;-36.724736;-72.9782567
G45147775;000002006471;-36.7249523;-72.9780658
G45102540;000001937253;-36.7218999;-72.9772483
G45135869;000001962029;-36.7155184;-72.9709312
G45156655;000001995361;-36.712944;-72.9699772
G45102487;000001936485;-36.720964;-72.9762661
G45102154;000001931758;-36.7265965;-72.9763137
G45159444;000001982060;-36.712768;-72.9719174
G45156697;000002790981;-36.7118105;-72.9701965
G45116134;000001948638;-36.7042109;-72.9722496
G45116098;000002789889;-36.7040657;-72.9717558
G45102200;000001932464;-36.7257739;-72.9776277
G45102166;000001931940;-36.7272933;-72.9787345
G45116965;000001934813;-36.7043556;-72.9710648
G45116329;000001951032;-36.7048982;-72.9730052
G45103414;000001927034;-36.7161658;-72.9713615
G45102210;000001932619;-36.7259363;-72.977082
G45103277;000001924709;-36.7171803;-72.9717037
G45103367;000001926225;-36.7154029;-72.9732645
G45115943;000001946246;-36.7049805;-72.9732323
G45116795;000001932621;-36.704949;-72.9731199
G45102536;000001937187;-36.7208254;-72.9767944
G45102228;000001932861;-36.7248817;-72.9780929
G45116089;000001948060;-36.7041994;-72.9718218
G45102566;000001937631;-36.7222765;-72.9759149
G45102509;000001936820;-36.7220646;-72.9767903
G45102578;000001937804;-36.7223673;-72.97531
G45102510;000001936849;-36.7221185;-72.9767823
G45116368;000001951554;-36.7055141;-72.9733069
G45102173;000001932036;-36.727241;-72.9776319
G45103354;000001926023;-36.7151974;-72.9739982
G45103252;000001924344;-36.7179766;-72.9719068
G45103246;000001924268;-36.7176105;-72.9714899
G45102759;000002755996;-36.7095703;-72.9725312
G45102689;000001939357;-36.7124581;-72.9738159
G45115980;000001946743;-36.7058627;-72.9736614
G45102958;000001943053;-36.7109944;-72.973008
G45116099;000001948166;-36.704045;-72.9717754
G45103417;000001927075;-36.7145436;-72.9718902
G45129727;000001951424;-36.7129764;-72.9707793
G45116552;000001929152;-36.7041124;-72.9707211
G45116406;000001951994;-36.7050119;-72.9730609
G45102496;000001936621;-36.7215961;-72.9766683
G45156653;000001995330;-36.7128889;-72.9699357
G45156711;000001996177;-36.7123757;-72.9704156
G45109192;000001930162;-36.710773;-72.9728396
G45156651;000001995301;-36.7124871;-72.9697146
G45103278;000001924726;-36.7166145;-72.9712831
G45115977;000001946691;-36.7057915;-72.9740447
G45102706;000001939621;-36.7117877;-72.9740047
G45103404;000001926884;-36.7158746;-72.9719608
G45102250;000001933173;-36.7254241;-72.9767607
G45116319;000001950910;-36.7049469;-72.9731324
G45103282;000001924803;-36.7176169;-72.9722145
G45103342;000001925837;-36.7150972;-72.9715223
G45116516;000001953313;-36.7045064;-72.9711933
G45116400;000001951925;-36.7051583;-72.9731685
G45116082;000001947974;-36.7042645;-72.9720135
G45103475;000001927994;-36.7125038;-72.9726748
G45103245;000001924247;-36.7175721;-72.9714364
G45102237;000001932978;-36.7251029;-72.9776374
G45116359;000001951435;-36.7058669;-72.9736549
G45103256;000001924397;-36.7177279;-72.9716123
G45109215;000001930493;-36.711279;-72.972496
G45138663;000001976059;-36.7153464;-72.9711468
G45116014;000002770927;-36.7054635;-72.973257
G45116030;000002770930;-36.7050295;-72.9730816
G45116336;000002882923;-36.7049025;-72.972957
G45116387;000002770944;-36.7054674;-72.9732586
G45116226;000001949756;-36.7040821;-72.9709194
G4596682;000002097553;-36.745979;-72.9926915
G4596665;000002097300;-36.7472068;-72.9934144
G4596695;000002097748;-36.7463834;-72.9918479
G4596843;000002099815;-36.7447774;-72.9932881
G4596605;000002096442;-36.747568;-72.9924625
G4596683;000002097567;-36.7458143;-72.9924692
G45132265;000001970467;-36.747616;-72.9922629
G4596686;000002097609;-36.7456957;-72.9924852
G4596855;000002099981;-36.7448118;-72.9932561
G4596677;000002097475;-36.7463001;-72.9921992
G45115599;000001941737;-36.7454301;-72.9911088
G4596602;000002096402;-36.747277;-72.9928534
G4596670;000002097382;-36.7462044;-72.992581
G4596685;000002097596;-36.745991;-72.9927253
G45138819;000001953924;-36.7474046;-72.9926009
G4596698;000002097788;-36.7454405;-72.9912821
G4596854;000002099968;-36.7448106;-72.9932615
G45122530;000001954372;-36.7474715;-72.9924976
G4596658;000002097191;-36.747583;-72.9936348
G4596675;000002097449;-36.7463388;-72.9919645
G4596848;000002099881;-36.7447106;-72.9929299
G45126648;000001953369;-36.7462973;-72.9922141
G45132148;000001968920;-36.7473812;-72.992656
G4596611;000002096527;-36.7475891;-72.9923274
G4596664;000002097286;-36.7472877;-72.9933601
G4596671;000002097394;-36.7462228;-72.9927375
G45137930;000001965854;-36.7458112;-72.992471
G4596922;000002100878;-36.7442191;-72.9931881
G4596680;000002097525;-36.7463726;-72.9917429
G4596604;000002096429;-36.7474626;-72.9927854
G4596669;000002097358;-36.7463453;-72.9928532
G4596655;000002097149;-36.747567;-72.9936558
G4596609;000002096492;-36.7476399;-72.992184
G45123638;000001967778;-36.7452074;-72.9953521
G4596850;000002099920;-36.7446556;-72.9927465
G45147815;000002007009;-36.7471867;-72.9930257
G4596702;000002097866;-36.745442;-72.9910585
G45128505;000001960891;-36.7454471;-72.9910318
G45123266;000001963202;-36.746285;-72.9921736
G45115398;000001939219;-36.7463003;-72.9921651
G4596607;000002096467;-36.7474614;-72.9925043
G4596679;000002097500;-36.746393;-72.9917291
G4596662;000002097261;-36.7475426;-72.9936374
G45137797;000001964238;-36.7474614;-72.9924767
G4596699;000002097801;-36.7453905;-72.9913291
G45149564;000001988250;-36.7473882;-72.9926663
G4596690;000002097680;-36.7455236;-72.9922728
G45128372;000001958740;-36.7453762;-72.9916794
G4596608;000002096481;-36.7474561;-72.9925018
G4596674;000002097436;-36.7463132;-72.9921503
G45116756;000001932033;-36.746412;-72.9918245
G4596610;000002096516;-36.7476417;-72.9922125
G4596603;000002096415;-36.7473829;-72.9926769
G4596676;000002097462;-36.746288;-72.9921685
G4596678;000002097487;-36.7464325;-72.9917465
G4596640;000002096968;-36.7483987;-72.994073
G45116002;000001947027;-36.7055241;-72.9732637
G45123222;000001962691;-36.815974065173627;-72.94302087449273
G45123304;000001963683;-36.815693903734804;-72.94288248057714
G4557573;000002045331;-36.8145057;-72.9346313
G45123217;000001962618;-36.815744236433552;-72.94283413679170
G45123227;000001962749;-36.816140940722235;-72.94331087654417
G45131837;000001964912;-36.813700112556774;-72.93458692446866
G45123221;000001962678;-36.815930870285875;-72.94303065249767
G45124619;000001955744;-36.816635284745487;-72.94371600394631
G4557576;000002756950;-36.814103343154265;-72.93384752250599
G45123230;000001962793;-36.815762972323881;-72.94288472294721
G45123226;000001962737;-36.815712002883139;-72.94284692670338
G5519000;000006590410;-36.6642411;-72.959548
100165175;000006661498;-36.7118373;-72.966326
G5519094;000006516052;-36.6661704;-72.9595503
G554432;000002516882;-36.6730261;-72.9598958
G554533;000002518597;-36.6745514;-72.9647581
G554461;000002517369;-36.6734575;-72.9641225
G554475;000002517608;-36.673543;-72.9655163
G5518700;000002519321;-36.6737255;-72.9628568
G554424;000002516750;-36.6729887;-72.9654622
G554460;000002517351;-36.6733393;-72.9642028
G554419;000002516684;-36.6729889;-72.9650791
100098127;000005108089;-36.6643253;-72.9595181
100610291;000005464647;-36.663774;-72.9594958
100606824;000005481480;-36.6728315;-72.9676056
100625152;000005495169;-36.6648439;-72.958299
100626634;000005498175;-36.6733876;-72.9646715
100698207;000005521939;-36.6739979;-72.9648542
100724062;000005559056;-36.6659305;-72.960553
100215658;000005571137;-36.6644983;-72.9625592
100765009;000005615122;-36.6649305;-72.9626241
G554473;000005635438;-36.6734472;-72.965148
G5513386;000005655009;-36.6728729;-72.9640456
100841892;000005679919;-36.6734564;-72.9673281
100919352;000005736669;-36.6643727;-72.9582583
100926039;000005742171;-36.6649118;-72.9611522
100765308;000005759039;-36.6729311;-72.9642449
100939580;000005749284;-36.6665044;-72.9590912
100941293;000005753925;-36.6659033;-72.9603959
G554437;000002516960;-36.6735748;-72.9613621
G554504;000002518102;-36.6739511;-72.9646115
G554465;000002517433;-36.6733889;-72.9646022
G5518203;000002512575;-36.6728844;-72.9645106
G554456;000002517265;-36.6734101;-72.9633236
G5516307;000002511626;-36.6730739;-72.9589659
G554505;000002518119;-36.674069;-72.9646749
G554486;000002517785;-36.6738724;-72.9629801
G554543;000002518760;-36.6750007;-72.9643661
G5518362;000002514700;-36.6727913;-72.9632252
G554510;000002518216;-36.6740247;-72.9653065
G5518664;000002518690;-36.6638866;-72.9635309
G554498;000002517989;-36.6738951;-72.9639442
G554546;000002518791;-36.67504;-72.9644164
G5514384;000002509244;-36.6733347;-72.9638324
G5518313;000002513861;-36.6648224;-72.959333
G5513794;000002535226;-36.6743248;-72.9629095
G554483;000002517738;-36.6738126;-72.9627654
G554478;000002517658;-36.6735521;-72.9656883
G554509;000002518166;-36.6741219;-72.9651841
G554407;000002516530;-36.6727976;-72.9637661
G5517063;000002524536;-36.6725361;-72.9590417
G554396;000002516324;-36.6726887;-72.9627969
G554545;000002518775;-36.6749938;-72.9643671
G554416;000002516636;-36.6728985;-72.9648854
G554384;000002516108;-36.6725037;-72.960148
G554496;000002517957;-36.6739049;-72.9638312
G554420;000002516700;-36.6729548;-72.965163
G554500;000002518055;-36.6739503;-72.964369
G5513843;000002536045;-36.673208;-72.9619919
G5514809;000002516406;-36.6740497;-72.9649727
G554395;000002516307;-36.6727797;-72.9626597
G5518815;000002521258;-36.6732437;-72.9673758
G554523;000002518419;-36.6745399;-72.9639646
G554469;000002517495;-36.6734501;-72.9649188
G554468;000002517481;-36.6735254;-72.96482
G554551;000002518892;-36.6751351;-72.9648397
G554392;000002516257;-36.6727004;-72.9621226
G554512;000002518247;-36.6740307;-72.9653191
G554414;000002516624;-36.6728838;-72.9643361
G554472;000002517560;-36.6734725;-72.9651352
G5516569;000002516058;-36.6726852;-72.9623696
G554442;000002517037;-36.6731793;-72.9623828
G554430;000002516849;-36.6728642;-72.958489
G554447;000002517121;-36.673289;-72.9628855
G554434;000002516909;-36.6731379;-72.9611519
G554410;000002516553;-36.672815;-72.9640175
G554373;000002515925;-36.6725821;-72.9584869
G554485;000002517768;-36.67386;-72.9630249
G554383;000002516093;-36.6725448;-72.9599734
G5518580;000002517314;-36.672694;-72.9623179
G554457;000002517282;-36.6733918;-72.963846
G554552;000002518907;-36.6749884;-72.9650752
G5516185;000002509482;-36.6745772;-72.9649439
G554438;000002516976;-36.6731767;-72.9617284
G554379;000002516016;-36.6724773;-72.959469
G554403;000002516462;-36.6728284;-72.9632729
G554412;000002516585;-36.6730328;-72.9643329
G554427;000002516797;-36.6730706;-72.9656273
G554524;000002518436;-36.6744848;-72.9640931
G554487;000002517800;-36.6739;-72.9635395
G554444;000002517067;-36.6731835;-72.9624364
G554467;000002517465;-36.6734142;-72.9648087
G554405;000002516499;-36.6731097;-72.963419
G554418;000002516667;-36.6729344;-72.9651074
G554547;000002518807;-36.6750926;-72.9646145
G554519;000002518357;-36.6744295;-72.9634906
G554515;000002518291;-36.6740932;-72.9657091
G554488;000002517816;-36.6739226;-72.9632994
G554446;000002517101;-36.6732645;-72.9627445
G554402;000002516446;-36.6727684;-72.9632399
G554517;000002518325;-36.6744132;-72.9633322
G554394;000002516290;-36.672745;-72.9623489
G554453;000002517213;-36.6734215;-72.9633864
G554471;000002517544;-36.6734512;-72.9651018
G554389;000002516187;-36.6727125;-72.9606925
G554455;000002517249;-36.6732921;-72.9636324
G554398;000002516358;-36.6726768;-72.9628867
G554397;000002516340;-36.6727516;-72.9628286
G554377;000002515985;-36.6724302;-72.9593981
G554548;000002518822;-36.6750671;-72.9646919
G554508;000002518150;-36.6740301;-72.9652788
G554542;000002518744;-36.6745543;-72.9657138
G554431;000002516865;-36.6730807;-72.9592772
G554401;000002516427;-36.6727879;-72.9632109
G5515224;000002523420;-36.6725359;-72.9617827
G554502;000002518072;-36.6739617;-72.9643968
G554466;000002517448;-36.6734702;-72.9646565
G554503;000002518087;-36.6740596;-72.9644418
G5518716;000002519573;-36.6650139;-72.9600299
G554549;000002518838;-36.6750789;-72.964709
G554433;000002516894;-36.6729683;-72.9604075
G5514453;000002510403;-36.6728651;-72.9645055
G554390;000002516219;-36.6726196;-72.9619381
G5513824;000002535704;-36.6750291;-72.9643564
G554492;000002517895;-36.6738822;-72.9635497
G554406;000002516514;-36.6727794;-72.9637202
G5516883;000002521477;-36.6727033;-72.9627235
G554391;000002516241;-36.6726153;-72.9620598
G554429;000002516833;-36.673078;-72.9658235
G554387;000002516156;-36.6725875;-72.960288
G554399;000002795800;-36.6727703;-72.9630551
G554449;000002517151;-36.6732961;-72.9628901
G554530;000002518551;-36.6745561;-72.964493
G554409;000002795806;-36.6728261;-72.9637829
G554376;000002515970;-36.6725207;-72.9590486
G554514;000002518275;-36.6740396;-72.9653317
G554516;000002518308;-36.6741956;-72.9632007
G554480;000002795847;-36.6735415;-72.9657782
G554507;000002518135;-36.6741021;-72.9652024
G5518215;000002512776;-36.6662361;-72.9589025
G554381;000002516062;-36.6724872;-72.9598081
G554511;000002518232;-36.6740588;-72.9655445
G554400;000002516413;-36.6727353;-72.9631236
G554481;000002517705;-36.6731118;-72.9604602
G5518741;000002520019;-36.6662332;-72.958042
G554513;000002518261;-36.6741363;-72.965693
G554521;000002518389;-36.6744146;-72.9637609
G554506;000002795853;-36.6740211;-72.9649338
G554417;000002516651;-36.6730013;-72.9648243
G554415;000002795817;-36.6729918;-72.9648174
G554385;000002516124;-36.6725358;-72.9601228
G554479;000002517674;-36.6735322;-72.9657675
G554380;000002516048;-36.6725699;-72.9598673
G554477;000002517642;-36.6735272;-72.9657192
G554537;000002518644;-36.6746115;-72.9650935
G554463;000002517401;-36.6733846;-72.9644413
G554440;000002517007;-36.673212;-72.9619758
G554443;000002517053;-36.6732681;-72.962349
G552523;000002515635;-36.6349261;-72.9534088
G5514338;000002508450;-36.6736402;-72.9620945
G5518717;000002519591;-36.6732484;-72.9679848
G554441;000002517023;-36.6731444;-72.9623198
G554388;000002516171;-36.6724735;-72.9605782
G554550;000002518876;-36.6749541;-72.9650835
G554538;000002518662;-36.6751187;-72.9649317
G554493;000002517910;-36.6739466;-72.9636496
G554426;000002516781;-36.6729713;-72.9657154
G554553;000002518925;-36.6747862;-72.9656865
G554428;000002516813;-36.6730484;-72.9657761
G554393;000002516274;-36.6726496;-72.9624681
G554541;000002518726;-36.6746327;-72.9654527
G5513890;000002503807;-36.6736051;-72.9613472
G554370;000002515877;-36.6729518;-72.9703172
G554378;000002516001;-36.6725581;-72.9592373
100968222;000006587920;-36.7108412;-72.9641417
G45116973;000001934920;-36.7060556;-72.9746165
G4594870;000002082182;-36.7144977;-72.9744489
G4594871;000002082192;-36.7141578;-72.9744042
G4594804;000002081627;-36.7265122;-72.9768233
G5511733;000002527105;-36.672139;-72.9585369
G4594868;000002082146;-36.7213402;-72.9765068
G4594867;000002082135;-36.7209599;-72.9762778
G45109863;000001939246;-36.7144116;-72.9744089
G45115450;000001939935;-36.707869;-72.9737004
G4594805;000002081640;-36.7204967;-72.9758998
G4594817;000002081730;-36.7160049;-72.9720224
G4594800;000002081591;-36.7168864;-72.9708632
G4594809;000002081667;-36.7162555;-72.9736582
G45102593;000001938015;-36.7221213;-72.9750531
G45136983;000002756167;-36.723349;-72.9753083
G4594754;000002757148;-36.7257565;-72.9750618
G4594807;000002757165;-36.7226742;-72.9763709
G5518826;000002521450;-36.6655648;-72.9592796
G45109250;000001930997;-36.7110061;-72.9714837
G45116355;000001951388;-36.7057682;-72.9740576
G45116489;000001952970;-36.7049463;-72.971705
G45163553;000001988985;-36.7100568;-72.9720817
G45116772;000001932293;-36.7045196;-72.9711514
G45115979;000001946717;-36.7058868;-72.9736298
G5519108;000002525117;-36.6649847;-72.9626253
G45116407;000001952005;-36.7050297;-72.9730808
G45161125;000001979948;-36.713130000000;-72.975590000000
G554464;000002517418;-36.6735301;-72.9642648
G45162720;000001998549;-36.7271842;-72.9770478
G45168581;000001990788;-36.7272945;-72.9776206
G45168274;000002003237;-36.7135927;-72.9727688
G45116001;000001947014;-36.7056214;-72.9730365
G45102743;000001940132;-36.7100708;-72.9720364
G45102989;000001943452;-36.7131465;-72.970914
G45162875;000001978244;-36.7474505;-72.9924936
G45163555;000001989010;-36.746386;-72.9917632
G45163551;000001988960;-36.709594;-72.9733195
G45162944;000001978532;-36.7264804;-72.9782406
G45167536;000001993498;-36.7141707;-72.9738128
G45162238;000001991944;-36.7139772;-72.9712844
G45162878;000001978280;-36.745422;-72.9910557
G45165680;000001992529;-36.7157029;-72.9719266
G45163516;000001988521;-36.7212369;-72.9759235
G5519367;000002528951;-36.6661447;-72.9582373
G5519075;000002524579;-36.6662324;-72.9583729
